数值解 Pass@3 正确率计算结果
模型: deepseek-reasoner
评估类型: 数值解
计算时间: 2025-06-17 14:02:17
参与计算的轮次: [1, 2, 3]

各轮次单独正确率:
  轮次 1: 119/317 = 37.54%
  轮次 2: 117/317 = 36.91%
  轮次 3: 117/317 = 36.91%

数值解 Pass@3 统计:
  至少一次正确的问题数: 144
  总问题数: 317
  Pass@3 正确率: 45.43%

问题详情:
问题 101: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 102: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 103: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 104: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 105: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 106: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 107: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 108: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 109: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 110: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 111: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 112: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 113: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 114: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 115: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 116: 通过 (轮次1:✗, 轮次2:✗, 轮次3:✓)
问题 117: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 118: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 119: 通过 (轮次1:✗, 轮次2:✗, 轮次3:✓)
问题 120: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 121: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 122: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 123: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 124: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 125: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 126: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 127: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 128: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 129: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 130: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 131: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 132: 通过 (轮次1:✗, 轮次2:✗, 轮次3:✓)
问题 133: 通过 (轮次1:✓, 轮次2:✗, 轮次3:✗)
问题 134: 通过 (轮次1:✓, 轮次2:✓, 轮次3:✗)
问题 135: 通过 (轮次1:✓, 轮次2:✓, 轮次3:✓)
问题 136: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 137: 通过 (轮次1:✓, 轮次2:✓, 轮次3:✓)
问题 138: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 139: 通过 (轮次1:✓, 轮次2:✗, 轮次3:✗)
问题 140: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 141: 通过 (轮次1:✗, 轮次2:✓, 轮次3:✗)
问题 142: 通过 (轮次1:✓, 轮次2:✓, 轮次3:✗)
问题 143: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 144: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 145: 通过 (轮次1:✓, 轮次2:✗, 轮次3:✗)
问题 146: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 147: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 148: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 149: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 150: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 151: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 152: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 153: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 154: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 155: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 156: 未通过 (轮次1:✗, 轮次2:✗, 轮次3:✗)
问题 157: 通过 (轮次1:✗, 轮次2:✗, 轮次3:✓)
